Date,H_Team,H_MP,H_FG,H_FGA,H_FG%,H_3P,H_3PA,H_3P%,H_FT,H_FTA,H_FT%,H_ORB,H_DRB,H_TRB,H_AST,H_STL,H_BLK,H_TOV,H_PF,H_PTS,H_+/-,A_Team,A_MP,A_FG,A_FGA,A_FG%,A_3P,A_3PA,A_3P%,A_FT,A_FTA,A_FT%,A_ORB,A_DRB,A_TRB,A_AST,A_STL,A_BLK,A_TOV,A_PF,A_PTS,A_+/-
"November 30, 2019",PHI,240,38,77,.494,11,23,.478,32,36,.889,4,28,32,27,12,5,12,16,119,,IND,240,42,76,.553,11,22,.500,21,25,.840,3,28,31,22,7,3,19,24,116,
"November 30, 2019",SAC,265,37,96,.385,8,33,.242,18,21,.857,13,37,50,22,12,4,14,23,100,,DEN,265,36,87,.414,11,32,.344,14,21,.667,9,39,48,23,11,5,16,21,97,
"November 29, 2019",LAL,240,45,87,.517,14,32,.438,21,28,.750,7,40,47,29,9,8,18,20,125,,WAS,240,38,96,.396,10,37,.270,17,19,.895,13,32,45,25,10,2,17,23,103,
"November 29, 2019",POR,240,38,84,.452,10,30,.333,21,28,.750,8,41,49,20,6,11,13,21,107,,CHI,240,36,94,.383,14,38,.368,17,25,.680,11,36,47,24,8,2,11,22,103,
"November 29, 2019",PHO,240,41,93,.441,13,38,.342,18,25,.720,11,36,47,29,3,3,10,29,113,,DAL,240,35,85,.412,17,47,.362,33,38,.868,9,38,47,20,7,3,8,24,120,
"November 29, 2019",SAS,240,40,93,.430,14,36,.389,13,14,.929,8,40,48,28,8,8,9,15,107,,LAC,240,36,92,.391,12,33,.364,13,13,1.000,9,39,48,23,6,5,14,17,97,
"November 29, 2019",OKC,240,43,90,.478,13,34,.382,10,16,.625,6,36,42,27,6,8,11,17,109,,NOP,240,39,87,.448,11,38,.289,15,21,.714,7,37,44,19,8,3,13,12,104,
"November 29, 2019",MIA,240,44,82,.537,13,25,.520,21,28,.750,10,39,49,23,7,3,15,30,122,,GSW,240,30,77,.390,10,28,.357,35,40,.875,5,26,31,19,4,3,9,23,105,
"November 29, 2019",MEM,240,37,94,.394,10,34,.294,10,17,.588,15,40,55,22,1,8,11,17,94,,UTA,240,38,95,.400,12,35,.343,15,19,.789,11,41,52,18,8,2,5,15,103,
"November 29, 2019",IND,265,39,92,.424,6,26,.231,21,28,.750,9,33,42,19,12,6,15,20,105,,ATL,265,39,90,.433,9,32,.281,17,18,.944,10,38,48,14,10,3,24,27,104,
"November 29, 2019",NYK,240,34,78,.436,8,20,.400,19,33,.576,9,28,37,14,5,4,14,33,95,,PHI,240,31,72,.431,7,26,.269,32,40,.800,8,38,46,22,5,10,16,23,101,
"November 29, 2019",CLE,240,44,88,.500,17,34,.500,5,10,.500,8,33,41,32,7,1,14,22,110,,MIL,240,45,88,.511,12,34,.353,17,23,.739,11,36,47,28,7,4,13,15,119,
"November 29, 2019",ORL,240,27,78,.346,7,29,.241,22,27,.815,13,39,52,17,10,11,22,19,83,,TOR,240,31,84,.369,11,38,.289,17,28,.607,11,35,46,21,16,4,13,20,90,
"November 29, 2019",DET,240,41,83,.494,15,35,.429,10,20,.500,14,31,45,27,5,4,13,16,107,,CHO,240,40,83,.482,19,38,.500,11,15,.733,11,26,37,26,8,6,10,17,110,
"November 29, 2019",BRK,240,43,93,.462,17,41,.415,9,13,.692,13,36,49,30,9,6,18,24,112,,BOS,240,41,93,.441,9,28,.321,16,21,.762,16,32,48,16,11,7,19,14,107,
"November 27, 2019",GSW,240,37,81,.457,11,29,.379,19,26,.731,13,41,54,31,12,9,20,17,104,,CHI,240,34,89,.382,10,29,.345,12,18,.667,14,28,42,20,14,4,17,20,90,
"November 27, 2019",POR,240,49,94,.521,14,30,.467,24,24,1.000,10,44,54,23,3,1,9,32,136,,OKC,240,39,88,.443,11,35,.314,30,38,.789,8,30,38,19,4,2,6,21,119,
"November 27, 2019",NOP,240,34,84,.405,17,40,.425,25,30,.833,13,29,42,20,7,4,19,23,110,,LAL,240,44,85,.518,8,24,.333,18,25,.720,7,30,37,25,9,6,15,24,114,
"November 27, 2019",PHO,240,48,93,.516,15,38,.395,21,24,.875,12,28,40,29,7,6,15,21,132,,WAS,240,51,89,.573,19,35,.543,19,20,.950,4,30,34,32,9,5,14,20,140,
"November 27, 2019",SAS,240,41,97,.423,5,29,.172,14,17,.824,8,38,46,25,4,8,6,18,101,,MIN,240,37,85,.435,18,40,.450,21,27,.778,7,46,53,28,4,6,11,19,113,
"November 27, 2019",MIL,240,42,88,.477,10,34,.294,17,27,.630,10,37,47,25,6,11,14,23,111,,ATL,240,38,94,.404,11,34,.324,15,22,.682,14,35,49,22,4,5,17,25,102,
"November 27, 2019",MEM,240,43,92,.467,11,28,.393,22,26,.846,13,35,48,26,9,3,20,22,119,,LAC,240,44,95,.463,14,41,.341,19,25,.760,13,30,43,30,11,6,15,24,121,
"November 27, 2019",HOU,240,38,83,.458,15,44,.341,26,33,.788,9,34,43,19,11,2,15,22,117,,MIA,240,37,80,.463,14,37,.378,20,27,.741,8,33,41,22,8,3,18,24,108,
"November 27, 2019",TOR,240,46,94,.489,21,41,.512,13,17,.765,17,35,52,26,6,4,12,18,126,,NYK,240,33,88,.375,12,41,.293,20,24,.833,15,30,45,19,6,4,18,17,98,
"November 27, 2019",PHI,240,36,77,.468,5,26,.192,20,24,.833,7,42,49,20,8,10,17,12,97,,SAC,240,39,95,.411,9,34,.265,4,9,.444,8,34,42,22,9,3,11,19,91,
"November 27, 2019",IND,240,50,96,.521,8,22,.364,13,16,.813,11,31,42,23,8,4,12,19,121,,UTA,240,36,83,.434,10,32,.313,20,25,.800,10,30,40,19,7,2,16,21,102,
"November 27, 2019",CLE,240,37,81,.457,11,34,.324,19,22,.864,12,37,49,20,5,0,25,15,104,,ORL,240,45,93,.484,12,33,.364,14,17,.824,6,28,34,23,13,6,11,22,116,
"November 27, 2019",CHO,240,39,88,.443,7,30,.233,17,20,.850,10,31,41,27,3,7,3,18,102,,DET,240,41,88,.466,10,32,.313,9,15,.600,9,37,46,23,2,2,8,18,101,
"November 27, 2019",BOS,240,43,97,.443,13,34,.382,22,24,.917,19,36,55,23,10,5,14,17,121,,BRK,240,40,90,.444,21,56,.375,9,19,.474,11,27,38,32,5,6,15,22,110,
"November 26, 2019",DEN,240,47,90,.522,6,24,.250,17,23,.739,10,48,58,31,8,6,20,20,117,,WAS,240,40,95,.421,10,40,.250,14,21,.667,5,31,36,26,9,3,12,22,104,
"November 26, 2019",DAL,240,30,79,.380,11,38,.289,28,35,.800,9,37,46,16,12,2,20,21,99,,LAC,240,41,97,.423,11,33,.333,21,30,.700,17,39,56,22,12,3,14,27,114,
"November 25, 2019",GSW,240,37,89,.416,9,20,.450,14,16,.875,9,32,41,27,10,7,12,17,97,,OKC,240,40,85,.471,11,32,.344,9,11,.818,9,34,43,26,5,13,15,16,100,
"November 25, 2019",SAS,240,41,88,.466,10,25,.400,12,15,.800,9,32,41,23,4,5,13,22,104,,LAL,240,44,89,.494,14,33,.424,12,18,.667,10,30,40,28,7,6,9,18,114,
"November 25, 2019",MIL,240,43,97,.443,13,41,.317,23,29,.793,15,34,49,21,6,6,9,15,122,,UTA,240,43,85,.506,21,45,.467,11,12,.917,4,36,40,29,4,6,16,23,118,
"November 25, 2019",CHI,240,36,86,.419,9,39,.231,13,20,.650,8,29,37,24,8,4,17,20,94,,POR,240,46,89,.517,8,27,.296,17,22,.773,13,42,55,23,8,5,15,20,117,
"November 25, 2019",TOR,240,38,84,.452,11,34,.324,14,22,.636,8,32,40,27,5,5,10,18,101,,PHI,240,36,88,.409,15,40,.375,9,16,.563,14,37,51,25,7,3,16,20,96,
"November 25, 2019",MIA,240,40,77,.519,13,31,.419,24,28,.857,8,41,49,29,9,3,18,23,117,,CHO,240,36,87,.414,9,33,.273,19,25,.760,10,25,35,25,11,0,13,24,100,
"November 25, 2019",BOS,240,38,85,.447,7,30,.233,20,23,.870,11,27,38,20,10,4,11,16,103,,SAC,240,37,79,.468,18,47,.383,10,15,.667,8,28,36,28,3,8,14,18,102,
"November 25, 2019",ATL,240,41,94,.436,10,32,.313,21,26,.808,9,33,42,26,6,4,17,25,113,,MIN,240,41,90,.456,15,35,.429,28,36,.778,14,33,47,27,10,6,13,25,125,
"November 25, 2019",IND,240,51,94,.543,18,33,.545,6,10,.600,10,37,47,29,6,6,13,11,126,,MEM,240,46,96,.479,13,29,.448,9,13,.692,8,32,40,30,6,5,8,16,114,
"November 25, 2019",DET,240,34,79,.430,14,38,.368,21,25,.840,9,40,49,23,6,5,13,20,103,,ORL,240,32,84,.381,8,25,.320,16,22,.727,8,33,41,15,8,7,9,21,88,
"November 25, 2019",CLE,240,40,94,.426,13,32,.406,13,20,.650,12,33,45,24,5,4,10,14,106,,BRK,240,44,94,.468,11,34,.324,9,11,.818,12,36,48,29,8,10,9,21,108,
"November 24, 2019",LAC,240,46,98,.469,16,43,.372,26,33,.788,16,40,56,27,4,5,6,21,134,,NOP,240,43,98,.439,13,41,.317,10,18,.556,12,33,45,26,1,6,9,26,109,
"November 24, 2019",DEN,240,43,91,.473,14,31,.452,16,23,.696,19,33,52,24,4,2,10,16,116,,PHO,240,41,82,.500,12,35,.343,10,12,.833,7,29,36,25,4,2,12,18,104,
"November 24, 2019",WAS,240,42,92,.457,13,34,.382,9,12,.750,12,33,45,29,5,2,16,23,106,,SAC,240,39,81,.481,11,31,.355,24,28,.857,6,33,39,22,9,5,13,17,113,
"November 24, 2019",NYK,240,37,80,.463,18,35,.514,9,16,.563,9,34,43,22,6,4,16,29,101,,BRK,240,31,77,.403,14,38,.368,27,34,.794,7,28,35,18,6,1,11,16,103,
"November 24, 2019",HOU,240,45,98,.459,10,44,.227,23,31,.742,15,39,54,26,5,2,11,26,123,,DAL,240,49,102,.480,17,44,.386,22,28,.786,12,34,46,28,9,5,12,22,137,
"November 23, 2019",UTA,240,42,82,.512,15,36,.417,29,33,.879,7,42,49,29,2,4,17,21,128,,NOP,240,42,101,.416,17,41,.415,19,20,.950,9,29,38,21,7,6,10,24,120,
"November 23, 2019",MIL,240,41,84,.488,13,37,.351,9,18,.500,9,40,49,25,10,8,21,14,104,,DET,240,37,91,.407,10,35,.286,6,10,.600,6,34,40,22,7,3,15,18,90,
"November 23, 2019",MEM,240,43,89,.483,14,30,.467,8,13,.615,12,35,47,28,12,3,19,19,108,,LAL,240,38,84,.452,13,39,.333,20,29,.690,11,29,40,19,12,7,16,14,109,
"November 23, 2019",CLE,240,37,87,.425,10,31,.323,26,32,.813,9,43,52,19,9,2,13,14,110,,POR,240,39,87,.448,14,40,.350,12,16,.750,6,32,38,21,6,6,10,20,104,
"November 23, 2019",PHI,240,42,83,.506,14,29,.483,15,17,.882,8,36,44,28,11,2,14,27,113,,MIA,240,30,75,.400,6,24,.250,20,27,.741,9,29,38,12,6,4,17,16,86,
"November 23, 2019",NYK,240,40,93,.430,15,40,.375,9,15,.600,10,27,37,30,12,3,11,22,104,,SAS,240,40,75,.533,12,23,.522,19,28,.679,9,38,47,26,7,3,22,17,111,
"November 23, 2019",ATL,240,47,90,.522,14,34,.412,8,11,.727,8,30,38,32,9,7,15,27,116,,TOR,240,40,88,.455,13,37,.351,26,30,.867,12,30,42,22,5,5,15,16,119,
"November 23, 2019",IND,240,43,79,.544,10,24,.417,15,16,.938,7,35,42,26,6,6,19,14,111,,ORL,240,43,92,.467,13,31,.419,7,9,.778,7,26,33,24,11,5,13,16,106,
"November 23, 2019",CHO,240,44,80,.550,12,28,.429,15,22,.682,10,33,43,26,5,7,19,17,115,,CHI,240,43,95,.453,22,47,.468,8,12,.667,13,26,39,27,12,3,13,20,116,
"November 23, 2019",MIN,240,38,91,.418,12,42,.286,10,17,.588,9,48,57,26,2,10,14,23,98,,PHO,240,33,96,.344,10,35,.286,24,26,.923,12,44,56,22,9,3,7,17,100,
"November 22, 2019",LAC,240,45,87,.517,13,33,.394,19,24,.792,10,37,47,27,9,4,19,32,122,,HOU,240,39,84,.464,15,43,.349,26,38,.684,11,32,43,22,11,2,15,27,119,
"November 22, 2019",UTA,240,43,85,.506,14,32,.438,13,16,.813,8,40,48,23,4,10,17,14,113,,GSW,240,43,94,.457,12,28,.429,11,12,.917,6,31,37,28,11,3,8,18,109,
"November 22, 2019",DEN,240,39,88,.443,7,28,.250,11,13,.846,11,37,48,24,7,5,17,17,96,,BOS,240,33,81,.407,7,27,.259,19,23,.826,5,35,40,21,12,6,11,19,92,
"November 22, 2019",DAL,240,58,100,.580,20,37,.541,7,9,.778,10,39,49,31,8,7,5,18,143,,CLE,240,37,86,.430,12,29,.414,15,17,.882,8,26,34,23,3,3,10,15,101,
"November 22, 2019",PHI,240,46,89,.517,10,26,.385,13,19,.684,13,38,51,32,8,4,15,21,115,,SAS,240,43,85,.506,6,18,.333,12,16,.750,3,29,32,21,6,3,11,15,104,
"November 22, 2019",OKC,240,49,93,.527,11,31,.355,18,20,.900,6,31,37,28,8,3,11,23,127,,LAL,240,45,88,.511,17,31,.548,23,29,.793,11,34,45,32,7,6,15,20,130,
"November 22, 2019",CHI,240,41,90,.456,10,30,.333,16,20,.800,14,27,41,23,11,3,13,24,108,,MIA,240,39,79,.494,14,38,.368,24,28,.857,9,35,44,33,10,3,19,17,116,
"November 22, 2019",BRK,240,41,81,.506,12,34,.353,22,31,.710,13,35,48,22,9,3,18,18,116,,SAC,240,39,86,.453,4,26,.154,15,19,.789,7,26,33,26,8,2,16,25,97,
"November 22, 2019",WAS,240,48,91,.527,14,34,.412,15,20,.750,6,35,41,34,10,3,11,13,125,,CHO,240,48,93,.516,14,34,.412,8,8,1.000,7,37,44,24,9,5,16,18,118,
"November 22, 2019",DET,240,49,82,.598,17,34,.500,13,20,.650,12,30,42,30,13,10,18,17,128,,ATL,240,38,88,.432,10,37,.270,17,17,1.000,10,24,34,26,12,2,19,18,103,
"November 21, 2019",PHO,240,40,86,.465,13,31,.419,28,32,.875,9,29,38,28,10,3,14,19,121,,NOP,240,47,88,.534,16,35,.457,14,22,.636,8,36,44,28,8,6,17,25,124,
"November 21, 2019",MIL,240,50,106,.472,16,43,.372,21,26,.808,18,40,58,32,7,3,12,20,137,,POR,240,50,103,.485,17,39,.436,12,14,.857,9,32,41,32,6,11,8,27,129,
"November 20, 2019",LAC,265,39,93,.419,17,45,.378,12,16,.750,14,39,53,26,12,9,23,18,107,,BOS,265,41,104,.394,12,45,.267,10,14,.714,18,35,53,26,11,2,17,22,104,
"November 20, 2019",DEN,240,44,94,.468,9,27,.333,8,15,.533,15,33,48,29,13,4,14,21,105,,HOU,240,32,76,.421,12,38,.316,19,25,.760,9,34,43,19,9,2,20,22,95,
"November 20, 2019",MIN,240,35,89,.393,14,45,.311,11,21,.524,12,39,51,13,5,9,13,20,95,,UTA,240,35,86,.407,14,33,.424,19,27,.704,13,38,51,22,7,6,11,21,103,
"November 20, 2019",CHI,240,39,91,.429,14,27,.519,17,26,.654,12,43,55,25,9,7,14,24,109,,DET,240,28,83,.337,8,33,.242,25,32,.781,12,34,46,23,6,8,16,20,89,
"November 20, 2019",TOR,240,45,87,.517,9,27,.333,14,19,.737,10,37,47,26,5,5,11,21,113,,ORL,240,35,91,.385,9,32,.281,18,28,.643,16,27,43,26,9,8,11,16,97,
"November 20, 2019",MIA,240,41,78,.526,19,37,.514,23,31,.742,12,32,44,25,8,5,23,20,124,,CLE,240,37,87,.425,12,38,.316,14,16,.875,10,24,34,19,13,2,19,23,100,
"November 20, 2019",DAL,240,51,90,.567,22,38,.579,18,23,.783,8,42,50,33,7,7,11,21,142,,GSW,240,35,90,.389,8,27,.296,16,25,.640,9,25,34,18,7,5,9,16,94,
"November 20, 2019",BRK,240,36,90,.400,10,39,.256,19,23,.826,13,40,53,19,11,1,15,21,101,,CHO,240,30,81,.370,11,33,.333,20,26,.769,8,33,41,17,8,3,16,23,91,
"November 20, 2019",ATL,240,44,96,.458,14,31,.452,25,31,.806,9,34,43,27,8,2,13,26,127,,MIL,240,46,87,.529,17,43,.395,26,34,.765,8,38,46,25,6,8,19,25,135,
"November 20, 2019",WAS,240,54,92,.587,18,30,.600,12,15,.800,6,32,38,37,4,3,17,20,138,,SAS,240,49,93,.527,12,32,.375,22,29,.759,12,29,41,32,8,8,12,13,132,
"November 20, 2019",PHI,240,39,89,.438,13,32,.406,18,26,.692,10,34,44,30,5,5,10,14,109,,NYK,240,40,84,.476,13,25,.520,11,15,.733,7,35,42,17,8,6,14,25,104,
"November 19, 2019",LAL,240,43,89,.483,14,31,.452,12,19,.632,14,32,46,29,9,8,16,20,112,,OKC,240,38,80,.475,9,28,.321,22,25,.880,8,31,39,22,10,2,15,22,107,
"November 19, 2019",SAC,240,42,79,.532,13,31,.419,23,25,.920,8,35,43,28,7,7,18,26,120,,PHO,240,38,89,.427,12,36,.333,28,34,.824,14,25,39,24,11,4,10,20,116,
"November 19, 2019",NOP,240,41,93,.441,13,36,.361,20,24,.833,16,37,53,24,10,5,13,15,115,,POR,240,40,92,.435,16,29,.552,8,13,.615,11,37,48,20,5,4,17,23,104,
"November 19, 2019",MEM,240,36,88,.409,9,25,.360,14,19,.737,7,30,37,26,6,4,12,23,95,,GSW,240,43,90,.478,9,29,.310,19,22,.864,11,40,51,33,5,10,14,24,114,
"November 18, 2019",LAC,240,35,87,.402,10,36,.278,10,14,.714,13,36,49,23,7,5,17,25,90,,OKC,240,28,75,.373,7,27,.259,25,28,.893,9,36,45,17,12,4,17,19,88,
"November 18, 2019",UTA,240,35,96,.365,12,31,.387,20,26,.769,12,41,53,20,5,5,14,23,102,,MIN,240,41,89,.461,14,38,.368,16,19,.842,5,46,51,22,6,10,15,25,112,
"November 18, 2019",PHO,240,33,82,.402,10,36,.278,9,12,.750,8,37,45,22,7,6,19,17,85,,BOS,240,37,89,.416,12,41,.293,13,17,.765,11,41,52,22,12,5,17,21,99,
"November 18, 2019",DAL,240,42,84,.500,17,41,.415,16,23,.696,9,32,41,28,4,3,13,19,117,,SAS,240,44,96,.458,8,24,.333,14,16,.875,17,31,48,18,6,2,9,18,110,
"November 18, 2019",HOU,240,47,100,.470,17,45,.378,21,26,.808,17,41,58,24,9,10,16,21,132,,POR,240,40,96,.417,11,36,.306,17,23,.739,12,32,44,28,7,5,17,21,108,
"November 18, 2019",CHI,240,39,97,.402,12,34,.353,11,14,.786,13,37,50,25,6,6,14,25,101,,MIL,240,38,82,.463,15,41,.366,24,35,.686,8,40,48,24,12,9,15,16,115,
"November 18, 2019",TOR,240,50,97,.515,20,43,.465,12,15,.800,16,37,53,40,13,2,10,25,132,,CHO,240,33,78,.423,15,45,.333,15,24,.625,9,28,37,26,3,8,19,19,96,
"November 18, 2019",BRK,240,30,84,.357,11,34,.324,15,24,.625,4,36,40,18,2,7,9,19,86,,IND,240,44,101,.436,14,33,.424,13,17,.765,15,48,63,26,5,8,10,22,115,
"November 18, 2019",NYK,240,44,98,.449,8,23,.348,27,35,.771,19,28,47,17,8,10,7,24,123,,CLE,240,36,76,.474,17,36,.472,16,30,.533,10,31,41,18,2,1,19,26,105,
"November 17, 2019",LAL,240,47,89,.528,15,35,.429,13,16,.813,10,32,42,26,10,14,16,19,122,,ATL,240,37,86,.430,8,28,.286,19,25,.760,9,28,37,16,11,2,18,19,101,
"November 17, 2019",NOP,240,37,89,.416,18,46,.391,16,20,.800,11,37,48,24,3,5,13,21,108,,GSW,240,37,91,.407,7,25,.280,19,23,.826,9,34,43,23,7,3,10,19,100,
"November 17, 2019",ORL,240,43,87,.494,15,38,.395,24,26,.923,11,41,52,25,5,3,14,15,125,,WAS,240,46,97,.474,19,41,.463,10,12,.833,9,29,38,31,7,2,9,21,121,
"November 17, 2019",MEM,240,39,84,.464,16,36,.444,20,24,.833,9,36,45,29,4,3,16,17,114,,DEN,240,49,89,.551,18,32,.563,15,23,.652,6,33,39,36,10,10,12,24,131,
"November 17, 2019",SAC,240,38,89,.427,14,35,.400,10,12,.833,10,35,45,22,8,7,12,24,100,,BOS,240,34,82,.415,10,30,.333,21,24,.875,10,36,46,26,7,3,14,14,99,
"November 17, 2019",CLE,240,34,90,.378,6,25,.240,21,24,.875,11,31,42,14,9,5,14,21,95,,PHI,240,46,84,.548,9,23,.391,13,17,.765,4,40,44,33,6,11,13,22,114,
"November 16, 2019",LAC,240,50,93,.538,17,33,.515,33,35,.943,12,41,53,30,10,12,19,28,150,,ATL,240,34,90,.378,6,24,.250,27,37,.730,14,24,38,19,11,10,19,27,101,
"November 16, 2019",SAS,240,41,88,.466,5,18,.278,29,34,.853,7,36,43,25,8,7,10,17,116,,POR,240,42,93,.452,13,39,.333,24,26,.923,9,39,48,21,2,4,12,20,121,
"November 16, 2019",DAL,240,37,88,.420,9,39,.231,27,33,.818,12,43,55,24,7,4,12,15,110,,TOR,240,37,89,.416,17,41,.415,11,15,.733,7,35,42,21,7,2,14,20,102,
"November 16, 2019",MIN,240,38,84,.452,12,38,.316,17,23,.739,13,33,46,23,7,5,18,20,105,,HOU,240,43,94,.457,19,49,.388,20,22,.909,14,28,42,15,7,3,12,18,125,
"November 16, 2019",MIA,240,44,81,.543,9,24,.375,12,13,.923,9,36,45,25,13,3,20,6,109,,NOP,240,37,82,.451,16,35,.457,4,6,.667,7,24,31,23,10,2,18,16,94,
"November 16, 2019",NYK,240,39,86,.453,6,20,.300,18,23,.783,13,35,48,22,5,1,11,21,102,,CHO,240,36,87,.414,17,48,.354,14,19,.737,12,30,42,22,5,3,10,18,103,
"November 16, 2019",IND,240,32,100,.320,12,34,.353,7,9,.778,14,40,54,19,8,7,13,10,83,,MIL,240,43,96,.448,11,39,.282,5,7,.714,8,47,55,23,6,8,14,13,102,
"November 16, 2019",CHI,240,32,91,.352,9,39,.231,38,41,.927,17,39,56,15,8,2,19,30,111,,BRK,240,40,88,.455,10,43,.233,27,31,.871,5,35,40,30,10,9,15,30,117,
"November 15, 2019",LAL,240,34,81,.420,11,37,.297,20,22,.909,10,31,41,22,11,6,13,18,99,,SAC,240,36,82,.439,16,39,.410,9,9,1.000,10,33,43,24,7,0,17,22,97,
"November 15, 2019",GSW,240,34,82,.415,5,28,.179,27,34,.794,12,43,55,17,8,4,19,19,100,,BOS,240,37,91,.407,13,33,.394,18,23,.783,11,36,47,24,13,5,14,24,105,
"November 15, 2019",OKC,265,41,76,.539,10,24,.417,35,41,.854,6,30,36,22,7,3,13,23,127,,PHI,265,45,90,.500,14,32,.438,15,22,.682,13,30,43,24,6,0,14,32,119,
"November 15, 2019",MIN,240,42,89,.472,11,37,.297,21,29,.724,9,34,43,26,6,5,20,20,116,,WAS,240,54,100,.540,10,28,.357,19,25,.760,13,38,51,38,10,5,13,22,137,
"November 15, 2019",MEM,240,43,96,.448,10,35,.286,11,13,.846,9,37,46,25,6,5,11,23,107,,UTA,240,35,87,.402,9,34,.265,27,32,.844,9,36,45,17,5,6,14,16,106,
"November 15, 2019",HOU,240,36,89,.404,14,46,.304,25,29,.862,10,34,44,12,11,3,8,23,111,,IND,240,37,82,.451,8,33,.242,20,26,.769,8,34,42,24,2,2,16,25,102,
"November 15, 2019",ORL,240,36,87,.414,12,29,.414,27,34,.794,14,34,48,22,6,5,10,13,111,,SAS,240,45,89,.506,13,26,.500,6,10,.600,8,33,41,23,8,8,11,25,109,
"November 15, 2019",CHO,240,43,96,.448,13,35,.371,10,16,.625,14,27,41,22,10,3,10,17,109,,DET,240,40,81,.494,15,35,.429,11,11,1.000,7,35,42,25,3,3,19,19,106,
"November 14, 2019",DEN,240,43,101,.426,10,33,.303,5,10,.500,14,48,62,26,4,3,7,14,101,,BRK,240,36,95,.379,8,38,.211,13,16,.813,7,44,51,19,3,2,7,14,93,
"November 14, 2019",PHO,240,41,85,.482,15,39,.385,31,38,.816,7,32,39,32,6,2,20,24,128,,ATL,240,40,91,.440,8,31,.258,24,30,.800,15,34,49,25,15,5,22,31,112,
"November 14, 2019",NYK,240,42,94,.447,13,30,.433,9,11,.818,15,38,53,20,6,2,15,27,106,,DAL,240,36,84,.429,8,36,.222,23,31,.742,12,32,44,21,8,7,11,16,103,
"November 14, 2019",NOP,240,47,98,.480,18,34,.529,20,29,.690,18,33,51,26,11,5,14,25,132,,LAC,240,46,84,.548,11,24,.458,24,31,.774,6,31,37,28,6,6,16,22,127,
"November 14, 2019",MIL,240,42,88,.477,6,33,.182,34,47,.723,17,41,58,24,9,4,22,22,124,,CHI,240,38,93,.409,18,43,.419,21,25,.840,10,35,45,25,14,1,20,29,115,
"November 14, 2019",CLE,240,36,85,.424,8,32,.250,17,21,.810,11,30,41,18,14,2,18,16,97,,MIA,240,43,79,.544,12,30,.400,10,11,.909,4,37,41,31,10,7,18,21,108,
"November 13, 2019",POR,240,38,96,.396,17,48,.354,13,16,.813,11,32,43,24,3,7,12,16,106,,TOR,240,42,92,.457,14,32,.438,16,17,.941,14,36,50,20,4,9,12,20,114,
"November 13, 2019",LAL,240,48,89,.539,9,20,.450,15,18,.833,13,38,51,31,8,6,19,18,120,,GSW,240,36,89,.404,9,35,.257,13,17,.765,10,23,33,29,8,7,17,14,94,
"November 13, 2019",MIN,240,45,91,.495,11,34,.324,28,34,.824,13,37,50,25,11,4,10,25,129,,SAS,240,44,90,.489,3,17,.176,23,29,.793,10,34,44,24,4,4,11,23,114,
"November 13, 2019",HOU,240,33,86,.384,14,42,.333,22,27,.815,9,44,53,12,7,6,10,17,102,,LAC,240,38,98,.388,10,33,.303,7,14,.500,11,42,53,17,3,3,13,21,93,
"November 13, 2019",BOS,240,49,96,.510,16,36,.444,26,29,.897,10,34,44,32,5,5,11,26,140,,WAS,240,50,96,.521,11,29,.379,22,27,.815,9,27,36,28,5,4,8,23,133,
"November 13, 2019",ORL,240,38,86,.442,10,32,.313,26,34,.765,9,39,48,27,6,2,13,22,112,,PHI,240,40,91,.440,8,30,.267,9,13,.692,8,39,47,25,5,5,15,27,97,
"November 13, 2019",CHO,240,43,87,.494,16,36,.444,15,19,.789,7,27,34,27,8,5,15,12,117,,MEM,240,48,89,.539,17,35,.486,6,9,.667,11,34,45,32,9,5,23,21,119,
"November 12, 2019",SAC,240,38,86,.442,11,32,.344,20,26,.769,11,35,46,24,9,5,14,25,107,,POR,240,34,77,.442,8,30,.267,23,30,.767,7,33,40,15,4,5,17,19,99,
"November 12, 2019",UTA,240,43,92,.467,6,26,.231,27,35,.771,11,35,46,16,7,4,11,18,119,,BRK,240,41,90,.456,11,37,.297,21,25,.840,10,33,43,19,5,8,16,29,114,
"November 12, 2019",PHO,240,43,91,.473,16,38,.421,13,17,.765,6,33,39,32,3,4,11,22,115,,LAL,240,51,95,.537,10,25,.400,11,21,.524,8,36,44,39,4,4,9,21,123,
"November 12, 2019",DEN,240,46,104,.442,11,41,.268,18,22,.818,15,25,40,31,7,5,3,24,121,,ATL,240,44,83,.530,15,34,.441,22,34,.647,10,35,45,30,1,5,14,21,125,
"November 12, 2019",CHI,240,41,81,.506,14,33,.424,24,31,.774,9,37,46,22,9,2,19,25,120,,NYK,240,36,88,.409,10,32,.313,20,31,.645,13,25,38,27,12,1,18,28,102,
"November 12, 2019",MIA,240,41,77,.532,14,32,.438,21,27,.778,8,34,42,34,6,1,19,30,117,,DET,240,34,78,.436,15,41,.366,25,37,.676,8,24,32,27,9,9,16,28,108,
"November 12, 2019",PHI,240,40,89,.449,8,38,.211,10,13,.769,11,35,46,24,8,8,14,20,98,,CLE,240,38,86,.442,5,21,.238,16,20,.800,9,36,45,13,10,0,13,13,97,
"November 12, 2019",IND,240,46,94,.489,7,23,.304,12,13,.923,11,39,50,21,6,4,14,20,111,,OKC,240,29,82,.354,6,25,.240,21,24,.875,9,31,40,19,9,4,15,16,85,
